Time,Intensity,SubSolarAzimuth,Polarization Angle,Wavelength
2009-08-25 21:40:31.516000+00:00,0.089970253,69.748966143361,0,728
2009-02-07 18:23:19.536000+00:00,0.00045821769,272.51662381829,90,728
2009-03-31 03:35:54.574000+00:00,0.0067110015,356.01436621052,60,750
2009-08-25 21:40:55.516000+00:00,0.094241709,69.762069297311,90,728
2009-02-07 18:25:39.539000+00:00,0.00071211025,272.60366030918,90,752
2009-08-25 21:44:07.084000+00:00,0.13631473,69.800866259304,90,752
2009-02-07 18:25:06.540000+00:00,0.00044465176,272.58314664493,0,752
2006-04-30 18:20:13.981000+00:00,0.06520582,92.939110202409,0,752
2009-08-25 21:43:12.081000+00:00,0.13265891,69.770830629429,0,752
2009-03-27 14:09:48.750000+00:00,0.00064375903,268.33725630236,0,890
2009-03-31 03:35:22.575000+00:00,0.0067418376,356.01066404722,120,750
2009-03-27 14:08:54.742000+00:00,0.00014771675,268.30381247333,90,890
